row_number,reads_t0,reads_t1,reads_t2,freq_t0,freq_t1,freq_t2,freq_mean,freq_std,freq_cv,zero_t0,zero_t1,zero_t2,zero_count
2469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,3
2125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,3
2133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,3
2025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,3
65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,3
1953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,3
2547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,3
2582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,3
1978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,3
1987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,3
1989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,3
78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,3
2435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,3
2169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,3
2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,3
2002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,3
74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,3
2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,3
2555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,3
2550,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,3
70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,3
2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,3
2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,3
2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,3
123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,3
43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,3
125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,3
